stichdatum,plz,geschlecht,vorname,anzahl,rang,ortbez18
2021-03-01,7306,w,Ursula,7,4,Fläsch
2021-03-01,7306,m,Marco,9,5,Fläsch
2021-03-01,7307,w,Corina,8,3,Jenins
2021-03-01,7307,m,Christian,31,1,Jenins
2021-03-01,7307,m,Andreas,15,3,Jenins
2021-03-01,7307,m,Thomas,11,4,Jenins
2021-03-01,7310,w,Ursula,39,2,Bad Ragaz
2021-03-01,7310,m,Martin,60,2,Bad Ragaz
2021-03-01,7310,m,Thomas,59,3,Bad Ragaz
2021-03-01,7310,m,Daniel,58,4,Bad Ragaz
2021-03-01,7310,m,Christian,57,5,Bad Ragaz
2021-03-01,7312,w,Andrea,7,1,Pfäfers
2021-03-01,7312,w,n/a,5,5,Pfäfers
2021-03-01,7312,m,Michael,9,2,Pfäfers
2021-03-01,7312,m,Hans,8,4,Pfäfers
2021-03-01,7312,m,Raphael,6,5,Pfäfers
2021-03-01,7312,m,Daniel,6,5,Pfäfers
2021-03-01,7313,w,n/a,3,1,St. Margrethenberg
2021-03-01,7313,m,n/a,3,1,St. Margrethenberg
2021-03-01,7313,m,n/a,2,2,St. Margrethenberg
2021-03-01,7314,m,n/a,2,1,Vadura
2021-03-01,7315,w,Heidi,10,1,Vättis
2021-03-01,7315,w,Elisabeth,6,3,Vättis
2021-03-01,7315,w,n/a,5,4,Vättis
2021-03-01,7315,m,Martin,6,4,Vättis
2021-03-01,7317,m,Peter,7,2,Vasön/Valens
2021-03-01,7317,m,Robert,6,5,Vasön/Valens
2021-03-01,7320,w,Maria,47,1,Sargans
2021-03-01,7320,w,Andrea,33,4,Sargans
2021-03-01,7320,m,Thomas,69,1,Sargans
2021-03-01,7320,m,Michael,66,2,Sargans
2021-03-01,7323,w,Monika,22,1,Wangs
2021-03-01,7323,w,Karin,17,4,Wangs
2021-03-01,7323,w,Manuela,17,4,Wangs
2021-03-01,7323,w,Sarah,17,4,Wangs
2021-03-01,7323,m,Thomas,28,3,Wangs
2021-03-01,7323,m,Michael,24,5,Wangs
2021-03-01,7324,w,Maria,23,1,Vilters
2021-03-01,7324,w,Andrea,20,2,Vilters
2021-03-01,7324,w,Beatrice,15,5,Vilters
2021-03-01,7324,m,Josef,27,1,Vilters
2021-03-01,7324,m,Andreas,18,5,Vilters
2021-03-01,7325,m,n/a,4,1,Schwendi
2021-03-01,7325,m,n/a,3,2,Schwendi
2021-03-01,7325,m,n/a,2,4,Schwendi
2021-03-01,7402,w,Corina,27,3,Bonaduz
2021-03-01,7402,m,Marco,49,1,Bonaduz
2021-03-01,7402,m,Daniel,41,2,Bonaduz
2021-03-01,7402,m,Martin,35,3,Bonaduz
2021-03-01,7403,w,Maria,23,1,Rhäzüns
2021-03-01,7403,w,Nadine,9,5,Rhäzüns
2021-03-01,7403,m,Marco,12,3,Rhäzüns
2021-03-01,7403,m,Christian,12,3,Rhäzüns
2021-03-01,7404,m,n/a,4,1,Feldis/Veulden
2021-03-01,7405,m,n/a,4,4,Rothenbrunnen
2021-03-01,7407,m,n/a,3,1,Trans
2021-03-01,7408,w,Maria,15,1,Cazis
2021-03-01,7408,w,Sonja,11,2,Cazis
2021-03-01,7408,w,Claudia,9,3,Cazis
2021-03-01,7408,w,Andrea,9,3,Cazis
2021-03-01,7408,m,Markus,12,1,Cazis
2021-03-01,7408,m,Christian,11,2,Cazis
2021-03-01,7408,m,Martin,10,3,Cazis
2021-03-01,7411,w,Marianne,7,3,Sils im Domleschg
2021-03-01,7411,w,Anna,7,3,Sils im Domleschg
2021-03-01,7411,m,Christian,12,2,Sils im Domleschg
2021-03-01,7412,w,Sandra,9,2,Scharans
2021-03-01,7412,w,Maria,8,3,Scharans
2021-03-01,7412,w,Anna,8,3,Scharans
2021-03-01,7412,w,Ursula,8,3,Scharans
2021-03-01,7412,m,Christian,12,2,Scharans
2021-03-01,7412,m,Gian,8,5,Scharans
2021-03-01,7412,m,Paul,8,5,Scharans
2021-03-01,7413,w,n/a,3,2,Fürstenaubruck
2021-03-01,7413,w,n/a,2,5,Fürstenaubruck
2021-03-01,7415,w,Elisabeth,6,3,Pratval/Rodels
2021-03-01,7416,w,n/a,5,1,Almens
2021-03-01,7416,m,n/a,4,2,Almens
2021-03-01,7421,w,Maria,6,1,Summaprada
2021-03-01,7422,w,n/a,2,2,Tartar
2021-03-01,7423,w,n/a,3,3,Sarn/Portein
2021-03-01,7424,w,n/a,4,1,Präz/Dalin
2021-03-01,7425,w,n/a,5,1,Masein
2021-03-01,7427,m,Christian,7,1,Urmein
2021-03-01,7427,m,n/a,4,5,Urmein
2021-03-01,7433,w,Anna,6,1,Mathon/Donat/Lohn GR/Wergenstein
2021-03-01,7433,w,n/a,4,4,Mathon/Donat/Lohn GR/Wergenstein
2021-03-01,7433,m,Christian,13,1,Mathon/Donat/Lohn GR/Wergenstein
2021-03-01,7434,w,n/a,2,5,Sufers
2021-03-01,7435,w,n/a,5,3,Splügen
2021-03-01,7436,m,n/a,2,2,Medels
2021-03-01,7437,m,n/a,4,3,Nufenen
2021-03-01,7440,m,Martin,9,4,Andeer
2021-03-01,7440,m,Urs,8,5,Andeer
2021-03-01,7442,m,n/a,3,1,Clugin
2021-03-01,7443,w,n/a,3,1,Pignia
2021-03-01,7446,w,n/a,2,1,Campsut-Cröt
2021-03-01,7447,w,n/a,4,1,Cresta (Avers)/Am Bach (Avers)
2021-03-01,7447,w,n/a,3,3,Cresta (Avers)/Am Bach (Avers)
2021-03-01,7448,w,n/a,2,1,Juf
2021-03-01,7448,m,n/a,2,1,Juf
2021-03-01,7452,m,Peter,17,1,Cunter
2021-03-01,7452,m,Antonio,7,4,Cunter
2021-03-01,7453,m,Martin,7,2,Tinizong
2021-03-01,7456,w,n/a,4,2,Sur/Marmorera
2021-03-01,7457,w,Ruth,7,2,Bivio
2021-03-01,7457,w,Maria,6,4,Bivio
2021-03-01,7457,m,José,6,5,Bivio
2021-03-01,7458,m,n/a,2,4,Mon
2021-03-01,7459,m,Roland,6,2,Stierva
2021-03-01,7460,w,Elisabeth,19,5,Savognin
2021-03-01,7460,m,Walter,24,4,Savognin
2021-03-01,7462,w,n/a,3,2,Salouf
2021-03-01,7463,w,Daniela,6,2,Riom
2021-03-01,7463,w,Maria,6,2,Riom
2021-03-01,7463,w,n/a,5,5,Riom
2021-03-01,7463,m,Daniel,6,3,Riom
2021-03-01,7464,w,n/a,2,4,Parsonz
2021-03-01,7464,m,n/a,5,2,Parsonz
2021-03-01,7472,m,Bruno,6,1,Surava
2021-03-01,7472,m,n/a,4,2,Surava
2021-03-01,7473,w,n/a,2,1,Alvaneu Bad
2021-03-01,7473,m,n/a,3,1,Alvaneu Bad
2021-03-01,7477,m,Johann,6,3,Filisur
2021-03-01,7482,w,Susanne,10,2,Bergün/Bravuogn/Stugl/Stuls/Preda
2021-03-01,7482,w,Edith,9,4,Bergün/Bravuogn/Stugl/Stuls/Preda
2021-03-01,7482,m,Thomas,16,2,Bergün/Bravuogn/Stugl/Stuls/Preda
2021-03-01,7484,w,n/a,3,1,Latsch
2021-03-01,7492,w,Maria,7,1,Alvaneu Dorf
2021-03-01,7492,m,Peter,11,1,Alvaneu Dorf
2021-03-01,7492,m,Daniel,8,3,Alvaneu Dorf
2021-03-01,7492,m,Bruno,6,4,Alvaneu Dorf
2021-03-01,7493,w,n/a,5,2,Schmitten (Albula)
2021-03-01,7493,w,n/a,4,3,Schmitten (Albula)
2021-03-01,7493,m,n/a,4,2,Schmitten (Albula)
2021-03-01,7494,m,Andreas,14,2,Davos Wiesen
2021-03-01,7494,m,Hans,9,5,Davos Wiesen
2021-03-01,7500,w,Anna,46,3,St. Moritz
2021-03-01,7500,w,Silvia,42,4,St. Moritz
2021-03-01,7502,m,Martin,12,1,Bever
2021-03-01,7502,m,Gian,9,2,Bever
2021-03-01,7504,w,Maria,59,1,Pontresina
2021-03-01,7504,w,Doris,22,5,Pontresina
2021-03-01,7505,w,Maria,38,1,Celerina
2021-03-01,7505,w,Anna,30,2,Celerina
2021-03-01,7505,w,Elisabeth,18,3,Celerina
2021-03-01,7505,m,Paolo,25,4,Celerina
2021-03-01,7512,w,Elisabeth,12,1,Champfèr
2021-03-01,7512,w,Anna,9,4,Champfèr
2021-03-01,7512,m,Marco,9,4,Champfèr
2021-03-01,7514,w,Barbara,16,1,Sils/Segl Maria/Fex
2021-03-01,7514,w,Monika,12,4,Sils/Segl Maria/Fex
2021-03-01,7514,m,Gian,20,1,Sils/Segl Maria/Fex
2021-03-01,7514,m,Martin,12,3,Sils/Segl Maria/Fex
2021-03-01,7515,w,n/a,3,4,Sils/Segl Baselgia
2021-03-01,7515,m,n/a,5,2,Sils/Segl Baselgia
2021-03-01,7516,m,Hans,11,2,Maloja
2021-03-01,7523,m,n/a,5,3,Madulain
2021-03-01,7525,w,Barbara,9,1,S-chanf
2021-03-01,7525,w,Heidi,6,3,S-chanf
2021-03-01,7525,m,Martin,7,5,S-chanf
2021-03-01,7526,m,n/a,3,3,Cinuos-chel/Chapella
2021-03-01,7527,w,n/a,3,1,Brail
2021-03-01,7527,m,n/a,2,1,Brail
2021-03-01,7530,w,Anna,16,2,Zernez
2021-03-01,7533,w,n/a,4,2,Fuldera
2021-03-01,7534,m,n/a,2,1,Lü
2021-03-01,7535,w,n/a,3,1,Valchava
2021-03-01,7536,m,Jakob,6,3,Sta. Maria V. M.
2021-03-01,7537,w,Anita,7,4,Müstair
2021-03-01,7537,w,Angela,7,4,Müstair
2021-03-01,7537,m,Bruno,8,1,Müstair
2021-03-01,7537,m,Gian,7,2,Müstair
2021-03-01,7537,m,Bernhard,7,2,Müstair
2021-03-01,7537,m,Linard,6,5,Müstair
2021-03-01,7542,w,n/a,3,1,Susch
2021-03-01,7542,w,n/a,2,4,Susch
2021-03-01,7543,w,Ursina,7,1,Lavin
2021-03-01,7545,w,n/a,4,1,Guarda
2021-03-01,7545,w,n/a,3,2,Guarda
2021-03-01,7545,m,n/a,3,4,Guarda
2021-03-01,7546,w,Anna,14,1,Ardez
2021-03-01,7546,w,Anita,7,4,Ardez
2021-03-01,7546,m,Josef,7,3,Ardez
2021-03-01,7546,m,Marco,7,3,Ardez
2021-03-01,7550,m,Gian,30,3,Scuol
2021-03-01,7550,m,Jachen,26,5,Scuol
2021-03-01,7551,w,Silvia,11,1,Ftan
2021-03-01,7551,w,Lina,8,5,Ftan
2021-03-01,7551,m,Max,13,2,Ftan
2021-03-01,7551,m,Andri,11,3,Ftan
2021-03-01,7552,w,Maria,7,1,Vulpera
2021-03-01,7553,m,n/a,4,4,Tarasp
2021-03-01,7554,w,Madlaina,11,5,Sent
2021-03-01,7554,m,Jon,27,1,Sent
2021-03-01,7554,m,Andri,18,2,Sent
2021-03-01,7554,m,Jachen,16,3,Sent
2021-03-01,7556,m,Cla,6,2,Ramosch
2021-03-01,7557,m,n/a,4,1,Vnà
2021-03-01,7557,m,n/a,2,3,Vnà
2021-03-01,7558,w,Maria,6,1,Strada
2021-03-01,7559,w,n/a,3,2,Tschlin
2021-03-01,7559,m,n/a,4,2,Tschlin
2021-03-01,7560,w,n/a,3,1,Martina
2021-03-01,7560,m,n/a,5,1,Martina
2021-03-01,7560,m,n/a,2,2,Martina
2021-03-01,7562,w,Maria,8,1,Samnaun-Compatsch
2021-03-01,7563,w,Monika,8,2,Samnaun Dorf
2021-03-01,7563,m,Andreas,6,5,Samnaun Dorf
2021-03-01,7602,w,n/a,2,4,Casaccia
2021-03-01,7603,m,n/a,5,4,Vicosoprano
2021-03-01,7604,m,n/a,4,1,Borgonovo
2021-03-01,7741,w,Elena,6,2,S. Carlo GR
2021-03-01,7741,w,n/a,5,3,S. Carlo GR
2021-03-01,7741,m,Luca,12,1,S. Carlo GR
2021-03-01,7741,m,Lorenzo,8,4,S. Carlo GR
2021-03-01,7741,m,Mauro,8,4,S. Carlo GR
2021-03-01,7742,w,Maria,37,1,Sfazù/La Rösa/Poschiavo
2021-03-01,7742,w,Francesca,14,3,Sfazù/La Rösa/Poschiavo
2021-03-01,7742,w,Cristina,12,4,Sfazù/La Rösa/Poschiavo
2021-03-01,7742,m,Marco,21,2,Sfazù/La Rösa/Poschiavo
2021-03-01,7743,w,Lucia,7,2,Brusio/Miralago
2021-03-01,7743,w,Michela,7,2,Brusio/Miralago
2021-03-01,7743,w,Laura,6,5,Brusio/Miralago
2021-03-01,7743,m,Paolo,12,1,Brusio/Miralago
2021-03-01,7743,m,Giovanni,9,4,Brusio/Miralago
2021-03-01,7744,m,n/a,4,1,Campocologno
2021-03-01,7744,m,n/a,3,3,Campocologno
2021-03-01,7745,w,Anna,14,1,Li Curt
2021-03-01,7745,w,Nadia,9,5,Li Curt
2021-03-01,7746,w,n/a,5,3,Le Prese
2021-03-01,7746,m,Luca,8,1,Le Prese
2021-03-01,7746,m,n/a,5,2,Le Prese
2021-03-01,7747,w,n/a,2,1,Viano
2021-03-01,7748,w,n/a,5,1,Campascio
2021-03-01,7748,w,n/a,3,3,Campascio
2021-03-01,7748,m,n/a,4,4,Campascio
2021-03-01,8001,w,Barbara,83,2,Zürich
2021-03-01,8001,w,Claudia,68,4,Zürich
2021-03-01,8001,w,Andrea,64,5,Zürich
2021-03-01,8001,m,Peter,226,1,Zürich
2021-03-01,8002,w,Anna,88,2,Zürich
2021-03-01,8002,w,Andrea,69,3,Zürich
2021-03-01,8002,w,Claudia,57,4,Zürich
2021-03-01,8002,m,Thomas,134,2,Zürich
2021-03-01,8002,m,Andreas,116,4,Zürich
2021-03-01,8002,m,Peter,115,5,Zürich
2021-03-01,8003,m,David,156,4,Zürich
2021-03-01,8003,m,Peter,153,5,Zürich
2021-03-01,8004,w,Andrea,125,4,Zürich
2021-03-01,8005,w,Claudia,93,4,Zürich
2021-03-01,8005,m,Michael,192,3,Zürich
2021-03-01,8005,m,Peter,146,5,Zürich
2021-03-01,8006,m,Thomas,206,1,Zürich
2021-03-01,8006,m,Michael,174,3,Zürich
2021-03-01,8006,m,Martin,163,5,Zürich
2021-03-01,8008,w,Maria,156,1,Zürich
2021-03-01,8008,w,Anna,151,2,Zürich
2021-03-01,8008,w,Barbara,150,3,Zürich
2021-03-01,8008,m,Michael,256,3,Zürich
2021-03-01,8032,w,Anna,197,1,Zürich
2021-03-01,8032,w,Andrea,116,5,Zürich
2021-03-01,8032,m,Martin,194,4,Zürich
2021-03-01,8032,m,Daniel,185,5,Zürich
2021-03-01,8037,m,Peter,129,4,Zürich
2021-03-01,8038,w,Maria,134,1,Zürich
2021-03-01,8038,w,Sandra,81,4,Zürich
2021-03-01,8038,w,Ruth,79,5,Zürich
2021-03-01,8041,w,Maria,58,1,Zürich
2021-03-01,8041,w,Monika,31,4,Zürich
2021-03-01,8041,w,Silvia,30,5,Zürich
2021-03-01,8041,m,Thomas,55,3,Zürich
2021-03-01,8041,m,Christian,50,4,Zürich
2021-03-01,8041,m,Stefan,41,5,Zürich
2021-03-01,8044,w,Barbara,94,2,Zürich/Gockhausen
2021-03-01,8044,m,Peter,134,1,Zürich/Gockhausen
2021-03-01,8044,m,Thomas,128,2,Zürich/Gockhausen
2021-03-01,8044,m,Christian,124,3,Zürich/Gockhausen
2021-03-01,8044,m,Michael,100,5,Zürich/Gockhausen
2021-03-01,8045,w,Claudia,57,3,Zürich
2021-03-01,8045,m,Michael,113,2,Zürich
2021-03-01,8045,m,Thomas,109,3,Zürich
2021-03-01,8045,m,Andreas,74,5,Zürich
2021-03-01,8046,w,Ruth,98,4,Zürich
2021-03-01,8046,m,Thomas,171,3,Zürich
2021-03-01,8047,w,Ruth,101,5,Zürich
2021-03-01,8047,m,Thomas,180,2,Zürich
2021-03-01,8047,m,Michael,164,3,Zürich
2021-03-01,8048,w,Maria,378,1,Zürich
2021-03-01,8048,w,Ursula,123,3,Zürich
2021-03-01,8049,w,Claudia,126,5,Zürich
2021-03-01,8049,m,Peter,235,1,Zürich
2021-03-01,8049,m,Michael,192,4,Zürich
2021-03-01,8050,m,Daniel,276,1,Zürich
2021-03-01,8050,m,Peter,208,3,Zürich
2021-03-01,8050,m,Martin,165,5,Zürich
2021-03-01,8051,w,Silvia,85,4,Zürich
2021-03-01,8051,m,Daniel,177,1,Zürich
2021-03-01,8053,m,Andreas,82,4,Zürich
2021-03-01,8055,w,Maria,199,1,Zürich
2021-03-01,8057,m,Peter,168,3,Zürich
2021-03-01,8064,w,Maria,61,1,Zürich
2021-03-01,8064,w,Sandra,16,3,Zürich
2021-03-01,8103,w,Maria,42,1,Unterengstringen
2021-03-01,8103,w,Brigitte,25,2,Unterengstringen
2021-03-01,8103,m,Marcel,38,3,Unterengstringen
2021-03-01,8103,m,Thomas,33,4,Unterengstringen
2021-03-01,8104,w,Silvia,21,3,Weiningen ZH
2021-03-01,8105,w,Maria,140,1,Regensdorf/Watt
2021-03-01,8105,m,Peter,132,1,Regensdorf/Watt
2021-03-01,8105,m,Andreas,81,3,Regensdorf/Watt
2021-03-01,8106,w,Maria,48,1,Adlikon b.Regensdf
2021-03-01,8106,w,Ursula,24,2,Adlikon b.Regensdf
2021-03-01,8106,w,Sandra,20,4,Adlikon b.Regensdf
2021-03-01,8106,w,Sarah,19,5,Adlikon b.Regensdf
2021-03-01,8106,m,Michael,26,5,Adlikon b.Regensdf
2021-03-01,8107,w,Sandra,41,3,Buchs ZH
2021-03-01,8107,w,Claudia,33,5,Buchs ZH
2021-03-01,8107,m,Thomas,69,1,Buchs ZH
2021-03-01,8107,m,Daniel,63,2,Buchs ZH
2021-03-01,8107,m,Martin,42,5,Buchs ZH
2021-03-01,8108,m,Patrick,31,3,Dällikon
2021-03-01,8108,m,Markus,28,5,Dällikon
2021-03-01,8112,w,Claudia,22,3,Otelfingen
2021-03-01,8112,m,Daniel,38,2,Otelfingen
2021-03-01,8112,m,Thomas,23,5,Otelfingen
2021-03-01,8113,w,Ursula,11,3,Boppelsen
2021-03-01,8113,m,Christian,13,4,Boppelsen
2021-03-01,8114,w,Maria,17,1,Dänikon ZH
2021-03-01,8114,w,Karin,17,1,Dänikon ZH
2021-03-01,8114,w,Monika,12,4,Dänikon ZH
2021-03-01,8114,w,Sandra,12,4,Dänikon ZH
2021-03-01,8114,m,Markus,15,3,Dänikon ZH
2021-03-01,8114,m,Peter,15,3,Dänikon ZH
2021-03-01,8114,m,Michael,12,5,Dänikon ZH
2021-03-01,8115,w,Maria,13,1,Hüttikon
2021-03-01,8115,w,Andrea,10,2,Hüttikon
2021-03-01,8115,w,Corinne,8,5,Hüttikon
2021-03-01,8115,m,Peter,13,1,Hüttikon
2021-03-01,8115,m,Thomas,13,1,Hüttikon
2021-03-01,8117,w,Nicole,25,5,Fällanden
2021-03-01,8117,m,Thomas,46,2,Fällanden
2021-03-01,8117,m,Marco,37,5,Fällanden
2021-03-01,8118,w,Ruth,17,1,Pfaffhausen
2021-03-01,8118,m,Thomas,27,2,Pfaffhausen
2021-03-01,8118,m,Michael,22,3,Pfaffhausen
2021-03-01,8121,w,Andrea,10,5,Benglen
2021-03-01,8121,m,Thomas,22,1,Benglen
2021-03-01,8121,m,Peter,17,3,Benglen
2021-03-01,8121,m,Daniel,15,4,Benglen
2021-03-01,8121,m,Hans,15,4,Benglen
2021-03-01,8122,w,Claudia,18,2,Binz
2021-03-01,8123,w,Sandra,21,2,Ebmatingen
2021-03-01,8123,m,Christian,26,5,Ebmatingen
2021-03-01,8124,w,Elisabeth,17,3,Maur
2021-03-01,8124,m,Thomas,39,1,Maur
2021-03-01,8125,w,Maria,39,1,Zollikerberg
2021-03-01,8126,m,Thomas,68,1,Zumikon
2021-03-01,8126,m,Peter,66,2,Zumikon
2021-03-01,8127,w,Barbara,39,1,Forch
2021-03-01,8127,w,Ruth,28,3,Forch
2021-03-01,8127,w,Susanne,27,4,Forch
2021-03-01,8127,w,Ursula,26,5,Forch
2021-03-01,8127,m,Daniel,43,3,Forch
2021-03-01,8127,m,Michael,40,4,Forch
2021-03-01,8132,w,Andrea,50,1,Hinteregg/Egg b. Zürich
2021-03-01,8132,w,Maria,49,2,Hinteregg/Egg b. Zürich
2021-03-01,8132,w,Barbara,43,5,Hinteregg/Egg b. Zürich
2021-03-01,8132,m,Michael,56,3,Hinteregg/Egg b. Zürich
2021-03-01,8133,m,Daniel,18,3,Esslingen
2021-03-01,8133,m,Martin,17,4,Esslingen
2021-03-01,8134,w,Claudia,100,3,Adliswil
2021-03-01,8134,w,Ursula,98,4,Adliswil
2021-03-01,8135,w,Maria,69,1,Langnau am Albis/Sihlbrugg Station/Sihlwald
2021-03-01,8135,w,Ursula,46,3,Langnau am Albis/Sihlbrugg Station/Sihlwald
2021-03-01,8135,w,Barbara,44,4,Langnau am Albis/Sihlbrugg Station/Sihlwald
2021-03-01,8135,w,Sandra,43,5,Langnau am Albis/Sihlbrugg Station/Sihlwald
2021-03-01,8135,m,Christian,61,4,Langnau am Albis/Sihlbrugg Station/Sihlwald
2021-03-01,8136,w,Ursula,27,2,Gattikon
2021-03-01,8136,w,Ruth,18,3,Gattikon
2021-03-01,8136,w,Andrea,15,4,Gattikon
2021-03-01,8136,w,Nicole,15,4,Gattikon
2021-03-01,8136,m,Peter,51,1,Gattikon
2021-03-01,8136,m,Walter,19,4,Gattikon
2021-03-01,8136,m,Martin,19,4,Gattikon
2021-03-01,8142,w,Maria,31,3,Uitikon Waldegg
2021-03-01,8142,w,Ruth,30,4,Uitikon Waldegg
2021-03-01,8143,w,Maria,31,1,Stallikon/Uetliberg
2021-03-01,8143,w,Barbara,26,2,Stallikon/Uetliberg
2021-03-01,8143,w,Ruth,24,4,Stallikon/Uetliberg
2021-03-01,8143,m,Peter,33,3,Stallikon/Uetliberg
2021-03-01,8152,w,Maria,219,1,Glattpark(Opfikon)/Glattbrugg/Opfikon
2021-03-01,8152,w,Monika,60,3,Glattpark(Opfikon)/Glattbrugg/Opfikon
2021-03-01,8152,m,Daniel,121,1,Glattpark(Opfikon)/Glattbrugg/Opfikon
2021-03-01,8152,m,Marco,111,3,Glattpark(Opfikon)/Glattbrugg/Opfikon
2021-03-01,8152,m,Thomas,109,4,Glattpark(Opfikon)/Glattbrugg/Opfikon
2021-03-01,8152,m,Michael,98,5,Glattpark(Opfikon)/Glattbrugg/Opfikon
2021-03-01,8153,w,Sandra,38,2,Rümlang
2021-03-01,8153,w,Claudia,37,3,Rümlang
2021-03-01,8153,w,Ursula,36,4,Rümlang
2021-03-01,8153,m,Daniel,65,2,Rümlang
2021-03-01,8153,m,Michael,56,4,Rümlang
2021-03-01,8154,w,Sandra,36,2,Oberglatt ZH
2021-03-01,8154,m,Peter,53,2,Oberglatt ZH
2021-03-01,8154,m,Marco,46,3,Oberglatt ZH
2021-03-01,8154,m,Michael,40,5,Oberglatt ZH
2021-03-01,8155,w,Ursula,41,3,Nassenwil/Niederhasli
2021-03-01,8155,w,Karin,36,5,Nassenwil/Niederhasli
2021-03-01,8155,w,Andrea,36,5,Nassenwil/Niederhasli
2021-03-01,8155,m,Thomas,58,2,Nassenwil/Niederhasli
2021-03-01,8155,m,Andreas,56,3,Nassenwil/Niederhasli
2021-03-01,8156,w,Claudia,19,2,Oberhasli
2021-03-01,8156,w,Andrea,17,4,Oberhasli
2021-03-01,8156,m,Daniel,26,2,Oberhasli
2021-03-01,8157,w,Maria,64,1,Dielsdorf
2021-03-01,8157,m;Daniel;56;3;Dielsdorf
2021-03-01;8157;m;Andreas;40;5;Dielsdorf
2021-03-01;8158;w;Elisabeth;6;1;Regensberg
2021-03-01;8158;m;Marcel;6;1;Regensberg
2021-03-01;8158;m;Thomas;6;1;Regensberg
2021-03-01;8158;m;n/a;5;5;Regensberg
2021-03-01;8162;w;Sandra;26;2;Steinmaur/Sünikon
2021-03-01;8162;w;Maria;24;3;Steinmaur/Sünikon
2021-03-01;8162;w;Silvia;24;3;Steinmaur/Sünikon
2021-03-01;8162;m;Peter;59;1;Steinmaur/Sünikon
2021-03-01;8162;m;Hans;33;3;Steinmaur/Sünikon
2021-03-01;8162;m;Thomas;31;5;Steinmaur/Sünikon
2021-03-01;8164;w;Andrea;11;1;Bachs
2021-03-01;8164;m;Michael;8;2;Bachs
2021-03-01;8164;m;Hans;8;2;Bachs
2021-03-01;8165;w;Nicole;33;1;Schöfflisdorf/Oberweningen/Schleinikon
2021-03-01;8165;w;Claudia;32;3;Schöfflisdorf/Oberweningen/Schleinikon
2021-03-01;8165;w;Ursula;31;4;Schöfflisdorf/Oberweningen/Schleinikon
2021-03-01;8165;m;Christian;38;3;Schöfflisdorf/Oberweningen/Schleinikon
2021-03-01;8166;w;Ruth;21;1;Niederweningen
2021-03-01;8166;w;Sandra;21;1;Niederweningen
2021-03-01;8166;w;Andrea;19;4;Niederweningen
2021-03-01;8166;m;Thomas;35;2;Niederweningen
2021-03-01;8166;m;Peter;31;3;Niederweningen
2021-03-01;8166;m;Markus;28;4;Niederweningen
2021-03-01;8172;w;Maria;45;1;Niederglatt ZH
2021-03-01;8172;w;Karin;27;2;Niederglatt ZH
2021-03-01;8172;w;Sandra;26;4;Niederglatt ZH
2021-03-01;8172;w;Claudia;26;4;Niederglatt ZH
2021-03-01;8172;m;Daniel;56;1;Niederglatt ZH
2021-03-01;8172;m;Thomas;41;3;Niederglatt ZH
2021-03-01;8172;m;Markus;38;4;Niederglatt ZH
2021-03-01;8173;w;Sandra;33;1;Neerach
2021-03-01;8173;w;Claudia;26;4;Neerach
2021-03-01;8173;m;Peter;48;3;Neerach
2021-03-01;8174;w;Erika;14;2;Stadel
2021-03-01;8174;w;Andrea;13;4;Stadel
2021-03-01;8174;m;Peter;20;2;Stadel
2021-03-01;8174;m;Stefan;14;5;Stadel
2021-03-01;8175;w;Ruth;10;1;Windlach
2021-03-01;8175;w;Anna;7;4;Windlach
2021-03-01;8175;m;Thomas;10;3;Windlach
2021-03-01;8180;w;Maria;187;1;Bülach
2021-03-01;8180;w;Sandra;107;3;Bülach
2021-03-01;8180;w;Monika;106;4;Bülach
2021-03-01;8180;m;Peter;220;1;Bülach
2021-03-01;8180;m;Michael;135;4;Bülach
2021-03-01;8180;m;Andreas;127;5;Bülach
2021-03-01;8181;w;Ursula;12;4;Höri
2021-03-01;8181;w;Monika;12;4;Höri
2021-03-01;8181;w;Brigitte;12;4;Höri
2021-03-01;8181;m;Michael;21;5;Höri
2021-03-01;8182;w;Sandra;12;4;Hochfelden
2021-03-01;8182;w;Ruth;12;4;Hochfelden
2021-03-01;8182;m;Andreas;17;5;Hochfelden
2021-03-01;8182;m;Peter;17;5;Hochfelden
2021-03-01;8182;m;Martin;17;5;Hochfelden
2021-03-01;8184;w;Maria;32;1;Bachenbülach
2021-03-01;8184;w;Claudia;29;2;Bachenbülach
2021-03-01;8184;w;Elisabeth;25;5;Bachenbülach
2021-03-01;8184;m;Markus;33;5;Bachenbülach
2021-03-01;8185;w;Claudia;33;3;Winkel
2021-03-01;8185;w;Monika;31;4;Winkel
2021-03-01;8185;w;Maria;30;5;Winkel
2021-03-01;8185;m;Peter;60;1;Winkel
2021-03-01;8185;m;Christian;46;3;Winkel
2021-03-01;8187;w;Monika;13;1;Weiach
2021-03-01;8187;w;Claudia;12;2;Weiach
2021-03-01;8187;w;Heidi;12;2;Weiach
2021-03-01;8187;w;Ursula;11;5;Weiach
2021-03-01;8187;m;Christian;15;5;Weiach
2021-03-01;8192;m;Thomas;55;1;Glattfelden/Zweidlen
2021-03-01;8192;m;Daniel;50;2;Glattfelden/Zweidlen
2021-03-01;8193;w;Maria;40;2;Eglisau
2021-03-01;8194;m;Peter;18;1;Hüntwangen
2021-03-01;8195;w;Esther;6;2;Wasterkingen
2021-03-01;8195;m;Patrick;8;2;Wasterkingen
2021-03-01;8195;m;Walter;8;2;Wasterkingen
2021-03-01;8195;m;Daniel;7;4;Wasterkingen
